"Adresse","Inhaltstyp","Status-Code","Status","HTTP-Version","Indexierbarkeit","Indexierbarkeitsstatus","Canonical-Linkelement 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.delst.de/de/qualitaetssicherung/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/qualitaetssicherung/","index,follow",""
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsbezogene-qualifikationen-pruefungsvorbereitung/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/ihk-weiterbildung/wirtschaftsbezogene-qualifikationen-pruefungsvorbereitung/","index,follow",""
"https://www.delst.de/assets/images/f/studienbetreuung-kontakt-81b1b1d6.jpg","image/jpeg","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/selbstlernphase/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/selbstlernphase/","index,follow",""
"https://www.delst.de/de/lehrvideos/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/lehrvideos/","index,follow",""
"https://www.delst.de/assets/css/ls_framework.min.css,styles.min.css,customize.min.css,shariffcom...-0673cbd4.css","text/css","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/webinare/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/webinare/","index,follow",""
"https://www.delst.de/de/bildungspartner/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/bildungspartner/","index,follow",""
"https://www.delst.de/de/web-based-training/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/web-based-training/","index,follow",""
"https://www.delst.de/de/delst-abschluesse/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/delst-abschluesse/","index,follow",""
"https://www.delst.de/de/kindergeld/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/kindergeld/","index,follow",""
"https://www.delst.de/de/delst-foerderung/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/delst-foerderung/","index,follow",""
"https://www.delst.de/de/steuern-sparen/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/steuern-sparen/","index,follow",""
"https://www.delst.de/de/studieninfos/foerdermoeglichkeiten/qualifizierungschancengesetz/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/studieninfos/foerdermoeglichkeiten/qualifizierungschancengesetz/","index,follow",""
"https://www.delst.de/de/kurzarbeit/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/kurzarbeit/","index,follow",""
"https://www.delst.de/de/aufstiegs-bafoeg/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/aufstiegs-bafoeg/","index,follow",""
